Phel_clc_contig_2	gi|378345425|gb|JN676976.1|	81.71	175	1e-33	  154	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr32 sequence
Phel_clc_contig_4	gi|28881689|emb|X55514.2|	80.20	4707	0.0	 4239	7612	Pisaster ochraceus	ochreous starfish	starfish	Eukaryota	Pisaster ochraceus mitochondrial DNA for NADH dehydrogenase subunits 1, 2, 3 and 4L, cytochrome oxidase subunits I, II and III, ATPase subunits 6 and 8, and 13 tRNAs
Phel_clc_contig_7	gi|220901407|gb|EU932863.1|	71.89	996	4e-142	  515	158451	Macropodus opercularis	paradise fish	bony fishes	Eukaryota	Macropodus opercularis isolate GZ cytochrome b (cytb) gene, complete cds; mitochondrial
Phel_clc_contig_8	gi|91084298|ref|XM_966712.1|	78.09	356	4e-74	  291	7070	Tribolium castaneum	red flour beetle	beetles	Eukaryota	PREDICTED: Tribolium castaneum similar to ubiquitin-conjugating enzyme E2I (LOC660484), mRNA
Phel_clc_contig_11	gi|378345409|gb|JN676960.1|	85.32	109	2e-23	  122	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr08 sequence
Phel_clc_contig_14	gi|509391926|gb|KC699498.1|	79.10	177	1e-27	  136	72676	Coscinasterias tenuispina	Coscinasterias tenuispina	starfish	Eukaryota	Coscinasterias tenuispina microsatellite m.ten 6 sequence
Phel_clc_contig_18	gi|260830307|ref|XM_002610057.1|	66.22	598	8e-28	  138	7739	Branchiostoma floridae	Florida lancelet	lancelets	Eukaryota	Branchiostoma floridae hypothetical protein, mRNA
Phel_clc_contig_19	gi|378345430|gb|JN676981.1|	85.56	90	6e-18	  104	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr40 sequence
Phel_clc_contig_22	gi|390332317|ref|XM_774849.3|	71.25	1113	5e-157	  565	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus CCR4-NOT transcription complex, subunit 6, transcript variant 1 (cnot6), mRNA
Phel_clc_contig_24	gi|257449356|gb|GQ452296.1|	76.87	921	0.0	  684	90735	Paramisgurnus dabryanus	Paramisgurnus dabryanus	bony fishes	Eukaryota	Paramisgurnus dabryanus guanine nucleotide-binding protein beta polypeptide 2-like 1 (GNB2L1) mRNA, complete cds
Phel_clc_contig_26	gi|390360317|ref|XM_782165.3|	76.62	325	3e-59	  241	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus uncharacterized LOC582205 (LOC582205), mRNA
Phel_clc_contig_29	gi|57163710|emb|CR388173.7|	89.83	59	7e-11	80.6	7955	Danio rerio	zebrafish	bony fishes	Eukaryota	Zebrafish DNA sequence from clone DKEYP-109D11 in linkage group 19, complete sequence
Phel_clc_contig_30	gi|261289490|ref|XM_002604676.1|	80.97	1387	0.0	 1301	7739	Branchiostoma floridae	Florida lancelet	lancelets	Eukaryota	Branchiostoma floridae hypothetical protein, mRNA
Phel_clc_contig_33	gi|2183236|gb|AF001984.1|	87.13	956	0.0	 1150	7603	Asterias forbesi	Forbes's starfish	starfish	Eukaryota	Asterias forbesii ferritin mRNA, complete cds
Phel_clc_contig_34	gi|507967393|ref|XM_004689283.1|	72.51	582	4e-80	  311	143302	Condylura cristata	star-nosed mole	insectivores	Eukaryota	PREDICTED: Condylura cristata zinc finger CCCH-type containing 12C (ZC3H12C), mRNA
Phel_clc_contig_37	gi|317605886|ref|NM_001200148.1|	72.39	431	1e-69	  275	7998	Ictalurus punctatus	channel catfish	bony fishes	Eukaryota	Ictalurus punctatus 40S ribosomal protein S14 (LOC100304566), mRNA
Phel_clc_contig_38	gi|57506693|dbj|AB183559.1|	84.31	1045	0.0	 1092	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis mitochondrial DNA, complete genome
Phel_clc_contig_40	gi|378345418|gb|JN676969.1|	70.20	255	6e-20	  109	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr22 sequence
Phel_clc_contig_42	gi|390333625|ref|XM_778977.3|	81.02	453	9e-117	  430	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus 40S ribosomal protein S18-like (LOC578831), mRNA
Phel_clc_contig_43	gi|390358020|ref|XR_025655.2|	71.48	880	5e-114	  423	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus serine/threonine-protein kinase pim-1-like (LOC753187), misc_RNA
Phel_clc_contig_44	gi|15212118|dbj|AB070232.1|	71.61	155	7e-11	80.6	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis EF-1a gene for EF-1a partial cds
Phel_clc_contig_46	gi|390348327|ref|XM_790334.3|	77.61	451	2e-93	  352	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus 40S ribosomal protein S12-like (LOC590740), mRNA
Phel_clc_contig_48	gi|390349857|ref|XM_786364.2|	88.64	88	9e-20	  111	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus transcription factor BTF3 homolog 4-like (LOC586588), mRNA
Phel_clc_contig_51	gi|365742920|gb|CP003195.1|	99.98	58126	0.0	1.048e+05	1114966	Propionibacterium acnes TypeIA2 P.acn33	Propionibacterium acnes TypeIA2 P.acn33	high GC Gram+	Bacteria	Propionibacterium acnes TypeIA2 P.acn33, complete genome
Phel_clc_contig_54	gi|390353401|ref|XM_774945.3|	82.58	706	0.0	  711	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus 40S ribosomal protein S3a-like, transcript variant 1 (LOC575056), mRNA
Phel_clc_contig_56	gi|291231241|ref|XM_002735526.1|	69.92	728	1e-84	  325	10224	Saccoglossus kowalevskii	Saccoglossus kowalevskii	hemichordates	Eukaryota	PREDICTED: Saccoglossus kowalevskii syntaxin 6-like (LOC100367266), mRNA
Phel_clc_contig_61	gi|390357503|ref|XM_003728969.1|	74.70	166	4e-20	  111	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus matrix metalloproteinase-16-like, transcript variant 2 (LOC583799), mRNA
Phel_clc_contig_63	gi|504132765|ref|XM_004578933.1|	76.28	215	6e-34	  158	9978	Ochotona princeps	American pika	rabbits & hares	Eukaryota	PREDICTED: Ochotona princeps mitogen-activated protein kinase-activated protein kinase 2 (MAPKAPK2), mRNA
Phel_clc_contig_65	gi|470622894|ref|XM_004319178.1|	75.38	130	2e-11	84.2	9739	Tursiops truncatus	bottlenosed dolphin	whales & dolphins	Eukaryota	PREDICTED: Tursiops truncatus coronin, actin binding protein, 1B (CORO1B), mRNA
Phel_clc_contig_67	gi|47551212|ref|NM_214626.1|	81.51	119	8e-22	  116	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	Strongylocentrotus purpuratus thymosin beta (LOC373484), mRNA
Phel_clc_contig_70	gi|213626559|gb|BC169631.1|	80.17	121	5e-20	  111	8355	Xenopus laevis	African clawed frog	frogs & toads	Eukaryota	Xenopus laevis thymosin beta 4 peptide, mRNA (cDNA clone MGC:196358 IMAGE:9041265), complete cds
Phel_clc_contig_71	gi|14971425|gb|AF212169.2|AF212169	90.55	3481	0.0	 4704	7603	Asterias forbesi	Forbes's starfish	starfish	Eukaryota	Asterias forbesii internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
Phel_clc_contig_73	gi|390350865|ref|XM_778009.3|	67.35	1072	2e-80	  313	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus endothelial PAS domain-containing protein 1-like (LOC577801), mRNA
Phel_clc_contig_74	gi|390349136|ref|XM_786159.3|	87.76	433	1e-148	  538	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus histone H3.3-like (LOC586375), mRNA
Phel_clc_contig_75	gi|390334773|ref|XM_001176813.2|	74.45	1323	0.0	  832	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus mitochondrial-processing peptidase subunit beta-like, transcript variant 2 (LOC580365), mRNA
Phel_clc_contig_80	gi|520487|gb|U09651.1|LPU09651	88.72	1135	0.0	 1471	7653	Lytechinus pictus	painted urchin	sea urchins	Eukaryota	Lytechinus pictus cytoskeletal actin mRNA, complete cds
Phel_clc_contig_81	gi|12697245|emb|AJ287168.1|	84.60	500	4e-154	  554	101098	Gamsiella multidivaricata	Gamsiella multidivaricata	fungi	Eukaryota	Mortierella multidivaricata partial act-1 gene for actin
Phel_clc_contig_85	gi|390348083|ref|XM_776429.3|	74.44	669	5e-116	  428	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial-like (LOC576084), mRNA
Phel_clc_contig_88	gi|390338109|ref|XM_003724668.1|	69.97	343	7e-33	  154	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus protein PLANT CADMIUM RESISTANCE 3-like (LOC100890501), mRNA
Phel_clc_contig_91	gi|390351366|ref|XM_779219.3|	69.11	845	1e-80	  311	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus ATP synthase subunit gamma, mitochondrial-like (LOC579085), mRNA
Phel_clc_contig_93	gi|156385225|ref|XM_001633482.1|	77.82	248	1e-46	  199	45351	Nematostella vectensis	starlet sea anemone	sea anemones	Eukaryota	Nematostella vectensis predicted protein (NEMVEDRAFT_v1g104083) partial mRNA
Phel_clc_contig_94	gi|410034368|ref|XM_001164384.3|	75.41	122	1e-12	86.0	9598	Pan troglodytes	chimpanzee	primates	Eukaryota	PREDICTED: Pan troglodytes Ras association (RalGDS/AF-6) domain family 5, transcript variant 2 (RASSF5), mRNA
Phel_clc_contig_96	gi|365742920|gb|CP003195.1|	99.92	3665	0.0	 6596	1114966	Propionibacterium acnes TypeIA2 P.acn33	Propionibacterium acnes TypeIA2 P.acn33	high GC Gram+	Bacteria	Propionibacterium acnes TypeIA2 P.acn33, complete genome
Phel_clc_contig_97	gi|270141934|gb|BT108886.1|	86.26	313	7e-99	  370	3330	Picea glauca	white spruce	conifers	Eukaryota	Picea glauca clone GQ03202_C17 mRNA sequence
Phel_clc_contig_100	gi|2707261|gb|AF035554.1|AF035554	89.93	2920	0.0	 3977	7612	Pisaster ochraceus	ochreous starfish	starfish	Eukaryota	Pisaster ochraceus protein kinase C-related kinase (PRK2) mRNA, partial cds
Phel_clc_contig_101	gi|390364953|ref|XM_776094.3|	68.97	535	1e-49	  208	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus protein GDAP2 homolog (LOC575709), mRNA
Phel_clc_contig_102	gi|390345024|ref|XM_781083.3|	72.84	567	6e-81	  315	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus reticulon-4-like (LOC581060), mRNA
Phel_clc_contig_104	gi|390344598|ref|XM_780091.3|	71.72	1892	0.0	  969	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus talin 2 (tln2), mRNA
