"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Phel_contig_10" 5492.70960072414 7.62981963801218 0.791209689281713 9.64323331901912 5.250750567205e-22 2.77316470200627e-19
"Phel_contig_10001" 136.224412089297 1.6018041057117 0.596619525301856 2.68480000700827 0.00725732180374353 0.0435439308224612
"Phel_contig_10005" 51.5511935035151 -2.6900828854296 0.967063782856695 -2.78170161380993 0.00540747316717733 0.0349741409683566
"Phel_contig_10010" 8.7342056518699 2.79633731397416 0.8776643866179 3.18611231879866 0.00144198603335619 0.0126467256242587
"Phel_contig_10013" 189.785994443343 -2.05500342602883 0.505265919047074 -4.06717205447885 4.75871086619138e-05 0.000815875891500461
"Phel_contig_10045" 50.2388038133868 3.34055697406 0.788340247567732 4.23745582490127 2.26066880151196e-05 0.000436296989553832
"Phel_contig_1005" 3425.16142786886 -1.72144787339153 0.420615456798411 -4.09268809685368 4.26401104553472e-05 0.000745221107183283
"Phel_contig_10050" 281.308679616738 -1.59285231061128 0.389992050597291 -4.08431994491107 4.42060880358314e-05 0.000766081995510385
"Phel_contig_10058" 24.604598291592 2.76328758366774 1.00797592479059 2.74142220633081 0.00611738448267447 0.0381226705570531
"Phel_contig_1006" 78.3048539525125 -2.11571415666264 0.521555878903155 -4.05654358860271 4.9804271228657e-05 0.000844527556135738
"Phel_contig_10064" 146.509765995238 2.05770830500747 0.760154417501084 2.70696092482358 0.00679022491299407 0.0413253317217464
"Phel_contig_10065" 28.4083629912895 2.46035323713784 0.656454251457388 3.74794318366532 0.00017829062660179 0.00241587256359445
"Phel_contig_10088" 26.9096014065836 -3.79661654165795 0.847104094709703 -4.4818772159979 7.39893111059209e-06 0.000170114563814038
"Phel_contig_10091" 35.278750858583 -2.41841393151476 0.845585925258373 -2.86004515836259 0.00423580686511725 0.0289344359171132
"Phel_contig_10092" 299.826637976748 -1.75559162345671 0.432654638180645 -4.05772056631393 4.95540089101276e-05 0.000840942405125316
"Phel_contig_10095" 25.9815160428041 -2.76231870699983 0.728136768122294 -3.79368111587504 0.000148430273508777 0.00209524715942573
"Phel_contig_10096" 133.134858412466 1.97055075068248 0.659021379130501 2.99011657752649 0.00278870993300614 0.0209022931427189
"Phel_contig_10101" 8.11907672979931 4.29541543360297 1.16889572410208 3.67476357816486 0.000238069761641091 0.00306307939309339
"Phel_contig_10104" 564.435027793299 -2.05743160862265 0.544347454841565 -3.7796293347628 0.000157061994655849 0.00218996808259998
"Phel_contig_10111" 79.888449006555 -1.31744333741483 0.46465548767822 -2.83531212339232 0.00457809336168794 0.0306438821803932
"Phel_contig_10123" 20.543708195679 -2.38889266714257 0.750087372319361 -3.18481920280277 0.00144844470270529 0.0126828231267207
"Phel_contig_10131" 231.736116465646 -1.67346127370076 0.631321601818995 -2.650727091991 0.0080318711710166 0.0471589312194126
"Phel_contig_10136" 49.0343555401358 1.44049944132406 0.503974948976513 2.85827588107201 0.00425949884468958 0.0290583938787398
"Phel_contig_10138" 1183.17734641357 -1.41942405965843 0.500640385550331 -2.83521685550422 0.00457945888684549 0.0306438821803932
"Phel_contig_1014" 79.7722706317807 2.66609300919563 0.764567453832354 3.4870605540845 0.000488360769536434 0.00543979634955861
"Phel_contig_10147" 196.905721355388 -1.21743951198849 0.463705830844919 -2.62545655242288 0.00865328517387699 0.0497156373454848
"Phel_contig_10155" 119.980625844103 1.52146549662417 0.500537652992325 3.03966242605029 0.00236843452681608 0.0184881331087511
"Phel_contig_10156" 243.798360832583 -1.72329735293827 0.474903222841952 -3.62873375047991 0.000284814794461462 0.0035567356166485
"Phel_contig_10157" 457.965880020653 -2.17111092135073 0.462930942572797 -4.68992396421917 2.73306590306342e-06 7.35177752359445e-05
"Phel_contig_10159" 333.229684171214 -1.71816824353785 0.407145754073386 -4.22003232588827 2.44267290453416e-05 0.000468085301546749
