Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0002253~activation of immune response	12	1.3157894736842104	2.217491937683056E-7	Q3SYW2, Q9WUN2, P10809, P51617, Q15485, Q00685, O70497, Q689D1, Q29041, P01024, Q9UDY8, Q4JIM4	700	16	5680	6.085714285714285	5.83473655758171E-4	5.83473655758171E-4	3.9347673449485754E-4
GOTERM_BP_FAT	GO:0045087~innate immune response	15	1.644736842105263	8.977598174254794E-6	Q9UGM3, Q9UHD2, Q15485, Q00685, O70497, Q29041, Q689D1, Q9UDY8, Q3SYW2, Q9WUN2, O75594, O95786, P08953, P01024, P58682	700	32	5680	3.8035714285714284	0.02335216213493574	0.011745054216744988	0.015928883512450476
GOTERM_BP_FAT	GO:0006952~defense response	26	2.850877192982456	1.1530485350502172E-5	Q9UGM3, P26262, Q9UHD2, P54319, P09917, Q2HJ57, Q00685, O43196, Q8IWY4, Q29041, Q9UDY8, Q3SYW2, O75594, P09960, Q9H0E2, P01024, P42768, Q15485, O70497, Q689D1, Q9Z2F6, Q6P4R8, Q9WUN2, O95786, P08953, P58682	700	83	5680	2.5418244406196213	0.029892522822571266	0.010065141456729099	0.020458014382318535
GOTERM_BP_FAT	GO:0050778~positive regulation of immune response	13	1.425438596491228	1.2422483647288984E-5	Q15485, O70497, Q00685, Q29041, Q689D1, Q9UDY8, Q3SYW2, P10809, Q9WUN2, P51617, P01024, P58682, Q4JIM4	700	25	5680	4.219428571428572	0.032167438228759115	0.008140728344190884	0.022040481693264002
GOTERM_BP_FAT	GO:0031396~regulation of protein ubiquitination	12	1.3157894736842104	1.7725334295725325E-5	Q8WU17, O43242, P49615, P25788, P28072, P60901, Q6PEC4, P55036, Q5U2S1, Q9BZE4, O75832, O00232	700	22	5680	4.425974025974027	0.04558194749011102	0.009287302775757178	0.03144762139538626
GOTERM_BP_FAT	GO:0006955~immune response	25	2.7412280701754383	3.652527038790537E-5	Q9UGM3, Q9UHD2, Q00685, Q29041, P40792, Q9UDY8, Q9UH65, Q3SYW2, O75594, Q9H0E2, P01024, Q9BUD6, P42768, Q15485, O70497, Q689D1, Q9Z2F6, P09215, Q9WUN2, P10809, O95786, P08953, Q2I6J1, P58682, Q4JIM4	700	83	5680	2.4440619621342514	0.0916597695022422	0.01589503043170848	0.06479156276466558
GOTERM_BP_FAT	GO:0051248~negative regulation of protein metabolic process	16	1.7543859649122806	3.9906884383559516E-5	P25788, O43242, P60901, P70541, P21333, Q9BZE4, P09215, P49615, P28072, P27169, P55036, Q4JIM4, O75832, P48809, Q29611, O00232	700	40	5680	3.2457142857142856	0.0997088028147719	0.01489326959340398	0.07078814698031621
GOTERM_BP_FAT	GO:0002684~positive regulation of immune system process	15	1.644736842105263	6.431474055384353E-5	Q15485, Q00685, O70497, Q29041, Q689D1, Q9UDY8, Q29RN6, Q3SYW2, P10809, Q9WUN2, P51617, A7MB54, P01024, P58682, Q4JIM4	700	37	5680	3.2895752895752897	0.15572908018684184	0.02093792322045096	0.11406029928391348
GOTERM_BP_FAT	GO:0031400~negative regulation of protein modification process	11	1.2061403508771928	7.372317770702441E-5	P09215, O43242, P49615, P25788, P28072, P60901, P55036, Q9BZE4, Q4JIM4, O75832, O00232	700	21	5680	4.250340136054422	0.1763804416139726	0.021329957518478992	0.13073558887951586
GOTERM_BP_FAT	GO:0031397~negative regulation of protein ubiquitination	9	0.9868421052631579	7.686330353547349E-5	O43242, P49615, P25788, P28072, P60901, P55036, Q9BZE4, O75832, O00232	700	14	5680	5.216326530612244	0.18315995789578188	0.020027921469589205	0.13630048828209285
