Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0005576~extracellular region	73	8.00438596491228	2.2171653159552866E-7	Q9UM22, Q00945, P98156, Q9UKP5, P0C6B8, Q8IWY4, A5D6U8, P06027, Q9ULZ9, P97280, O15072, Q6GQ29, O75594, A2AVA0, Q8BYI9, A0JP86, P10079, P01024, P55115, P23471, Q62867, P28622, P28863, P21333, Q9WTR0, P33945, Q9GZU5, Q90YK5, O77656, P21836, Q8IUX8, Q08E66, Q9DCT5, Q9DBB9, P10809, Q9R0S2, Q8BGC9, Q6NY73, O35887, Q5RB37, O88281, Q6FHJ7, O15335, Q9UGM3, P26262, Q96RW7, P08582, Q00685, Q12719, Q29041, Q8IZJ3, Q61824, Q3SYW2, Q8BHR2, P00687, P49013, Q9NJ15, Q29499, Q9DC23, Q9BUD6, Q5E985, Q5MJS3, Q32KI9, Q15485, O70497, Q866N2, P08594, A2VDP6, Q99943, Q7SIB2, P27169, Q9HCB6, Q80V70	602	285	4225	1.7976627615550502	9.04562634979067E-5	9.04562634979067E-5	3.10142167947447E-4
GOTERM_CC_FAT	GO:0044421~extracellular region part	37	4.057017543859649	2.9353802932036558E-5	O15335, P98156, Q9UKP5, Q96RW7, Q00685, Q8IWY4, Q8IZJ3, Q9ULZ9, Q61824, Q8BHR2, P00687, O15072, P49013, Q8BYI9, P10079, A0JP86, P01024, Q9BUD6, P23471, Q62867, Q15485, P28863, Q9WTR0, Q866N2, P33945, Q9GZU5, O77656, P21836, Q99943, Q7SIB2, Q8IUX8, P10809, P27169, Q9R0S2, Q9HCB6, Q6NY73, Q6FHJ7	602	129	4225	2.0129928661567384	0.011905094229508584	0.005970369772363648	0.04105300529920752
GOTERM_CC_FAT	GO:0000502~proteasome complex	16	1.7543859649122806	5.086425943894706E-5	P25788, O43242, P60901, Q9Z2U1, Q9V3H2, Q5F418, O73817, Q3ZBD0, P28072, Q9V3G7, P55036, P48601, Q8VDM4, O75832, P46471, O00232	602	36	4225	3.1192321889996313	0.02053928113390291	0.006893842904504122	0.07112669730481302
GOTERM_CC_FAT	GO:0005578~proteinaceous extracellular matrix	21	2.302631578947368	8.518685872854191E-4	O15335, Q96RW7, Q9UKP5, P28863, Q9WTR0, Q9ULZ9, P33945, Q9GZU5, O77656, Q61824, Q7SIB2, Q8IUX8, O15072, Q9R0S2, Q6NY73, Q9HCB6, Q8BYI9, A0JP86, P10079, Q9BUD6, P23471	602	68	4225	2.1674076607387143	0.2936966831440667	0.08325655894572004	1.1850452336273132
GOTERM_CC_FAT	GO:0005783~endoplasmic reticulum	76	8.333333333333332	0.0012210809007667841	Q8TEY5, Q9NX74, Q7Z449, Q5R7A2, O35488, Q8C172, O15027, Q5QQ56, P05183, Q32NH8, O13016, Q6DDK2, Q9DB05, Q566I3, Q9CX98, Q29RV1, P33947, B5DE73, P50169, O94985, Q8K1T0, P16393, Q5RAH7, Q13454, O88377, Q8BGC9, O35887, Q0V8H6, O15118, Q8TCT9, Q5R4F4, Q80W94, Q29611, Q4JIM4, Q6TUG0, Q8TC12, Q32KH9, Q90593, P49109, Q9U5L1, Q0VA61, P49585, Q9GZR5, P28271, O54750, Q6Y1H2, Q6UWM7, Q86VP3, Q9Z108, Q7Z2H8, P30838, Q9DBG7, Q9VTK2, P79761, Q2KIA4, Q91VS7, Q5ZJR8, P53992, P97524, Q13217, Q9DC23, Q969X5, Q1HG43, Q2LAM0, P05689, Q9ESE1, Q6PC64, Q866N2, Q9JJ46, Q8WU17, Q99943, Q6P5E4, P20070, P00389, P41148, Q8K4C0	602	380	4225	1.4036544850498338	0.392562158317039	0.09489207246131248	1.694599483449033
GOTERM_CC_FAT	GO:0031012~extracellular matrix	21	2.302631578947368	0.0012715146953531677	O15335, Q96RW7, Q9UKP5, P28863, Q9WTR0, Q9ULZ9, P33945, Q9GZU5, O77656, Q61824, Q7SIB2, Q8IUX8, O15072, Q9R0S2, Q6NY73, Q9HCB6, Q8BYI9, A0JP86, P10079, Q9BUD6, P23471	602	70	4225	2.105481727574751	0.4049489581366963	0.08288097364117353	1.764014049409024
GOTERM_CC_FAT	GO:0005838~proteasome regulatory particle	5	0.5482456140350876	0.0018000504769733355	Q9V3G7, Q9V3H2, P48601, O75832, O00232	602	5	4225	7.01827242524917	0.5205340439187898	0.09968607365230153	2.488731910617459
GOTERM_CC_FAT	GO:0022624~proteasome accessory complex	5	0.5482456140350876	0.0018000504769733355	Q9V3G7, Q9V3H2, P48601, O75832, O00232	602	5	4225	7.01827242524917	0.5205340439187898	0.09968607365230153	2.488731910617459
GOTERM_CC_FAT	GO:0005887~integral to plasma membrane	28	3.070175438596491	0.002832771404523738	P08582, P78382, Q9HBY0, Q64319, P11584, Q9Y5Y0, Q9ULZ9, Q00651, P51617, P23978, P23975, Q9H0E2, P23471, P09848, O08992, P41233, Q61469, P82251, Q9H3F6, B0FYY4, Q94887, P08953, A7Y2W8, Q90ZC7, O15118, Q761V0, Q9VBW3, Q4JIM4	602	111	4225	1.7703750261889797	0.6857011041722446	0.13469770233826417	3.890473536901762
GOTERM_CC_FAT	GO:0005829~cytosol	71	7.785087719298247	0.003849087382974194	Q9UHD2, O43242, O75351, Q5HYK7, P15104, Q9Z2U1, Q08209, Q6PEC4, Q98TX3, Q6EE31, Q9UKG1, Q0P4S0, P80147, O73817, P49615, Q3T0K2, Q6GL11, P04642, Q8BGT0, Q66HR2, Q9Y223, P11501, O00303, Q62867, P13716, P21333, Q1LZB6, Q9UGJ0, Q6AZN6, Q3ZBH0, P09215, P28072, Q2T9X2, A2VDS1, Q63369, P42357, P10809, Q96QF0, Q2I6J1, P25788, Q90593, P09917, P49585, P28271, P49088, Q8K4S1, O43196, Q9WU78, Q9UDY8, P30838, Q13905, P41743, Q16644, P51617, P28480, Q07352, O60879, P31404, P23787, P55036, Q7LL04, P46952, Q503L9, Q14155, P05708, Q99943, P47736, Q9UNN5, Q6RUV5, O75832, O00232	602	365	4225	1.3651981977881944	0.792672951254161	0.16039912005813806	5.251661926962181
GOTERM_CC_FAT	GO:0031226~intrinsic to plasma membrane	28	3.070175438596491	0.004222218571601923	P08582, P78382, Q9HBY0, Q64319, P11584, Q9Y5Y0, Q9ULZ9, Q00651, P51617, P23978, P23975, Q9H0E2, P23471, P09848, O08992, P41233, Q61469, P82251, Q9H3F6, B0FYY4, Q94887, P08953, A7Y2W8, Q90ZC7, O15118, Q761V0, Q9VBW3, Q4JIM4	602	114	4225	1.7237862097103223	0.8220605901817482	0.1585521316161863	5.746901394532844
GOTERM_CC_FAT	GO:0042470~melanosome	12	1.3157894736842104	0.007165627421786055	Q71U34, Q14344, Q2T9X2, Q62867, B0FYY4, Q6RUV5, O08992, Q29RV1, O35887, Q9WU78, P41148, P62262	602	35	4225	2.4062648315140005	0.946821490705545	0.23412510705397604	9.570118923239857
GOTERM_CC_FAT	GO:0048770~pigment granule	12	1.3157894736842104	0.007165627421786055	Q71U34, Q14344, Q2T9X2, Q62867, B0FYY4, Q6RUV5, O08992, Q29RV1, O35887, Q9WU78, P41148, P62262	602	35	4225	2.4062648315140005	0.946821490705545	0.23412510705397604	9.570118923239857
GOTERM_CC_FAT	GO:0005832~chaperonin-containing T-complex	4	0.43859649122807015	0.010246297401148925	Q2T9X2, Q3T0K2, P28480, Q3ZBH0	602	4	4225	7.01827242524917	0.9850351930853608	0.29543252143194787	13.4170357864541
